****************************************************************************************************
SERIE 5
****************************************************************************************************

Test ipotesi linearità_____________________________________
Covarianza = 0.00000
Indice Pearson = 0.99677 +/- 0.00135
Gradi di Liberta' = 3534
	t = 737.6784560386867
	p-value (due code) = 0.0

Parametri___________________________________________________
y = a + bx
a = -0.00000 +/- 0.00000
b = 2.99458 +/- 0.00406

Test bontà fit _____________________________________________
x         y         sy           y*            Chi-quadro   
0.00001   0.00002   0.00000      0.00002       19711.05191  
0.00001   0.00002   0.00000      0.00002       19711.05191  
0.00001   0.00002   0.00000      0.00002       21704.43670  
0.00001   0.00002   0.00000      0.00002       18750.35952  
0.00001   0.00002   0.00000      0.00002       21704.43670  
0.00001   0.00002   0.00000      0.00002       20695.74430  
0.00001   0.00002   0.00000      0.00002       17813.66712  
0.00001   0.00002   0.00000      0.00002       23793.82148  
0.00001   0.00002   0.00000      0.00002       18750.35952  
0.00001   0.00002   0.00000      0.00002       19711.05191  
0.00001   0.00002   0.00000      0.00002       22737.12909  
0.00001   0.00002   0.00000      0.00002       17813.66712  
0.00001   0.00002   0.00000      0.00002       23793.82148  
0.00001   0.00002   0.00000      0.00002       20695.74430  
0.00001   0.00002   0.00000      0.00002       18750.35952  
0.00001   0.00002   0.00000      0.00002       22737.12909  
0.00001   0.00002   0.00000      0.00002       18750.35952  
0.00001   0.00002   0.00000      0.00002       20695.74430  
0.00001   0.00002   0.00000      0.00002       21704.43670  
0.00001   0.00002   0.00000      0.00002       18750.35952  
0.00001   0.00002   0.00000      0.00002       23793.82148  
0.00001   0.00002   0.00000      0.00002       19711.05191  
0.00001   0.00002   0.00000      0.00002       18750.35952  
0.00001   0.00002   0.00000      0.00002       19675.50708  
0.00001   0.00002   0.00000      0.00002       17779.87713  
0.00001   0.00002   0.00000      0.00002       21704.43670  
0.00001   0.00002   0.00000      0.00002       18715.69211  
0.00001   0.00002   0.00000      0.00002       15116.43222  
